userid,screenname,follower,friend
'844411560,FamilyYuma,3,60
'199421514,Photover,8,0
'1405059248,natural6565,34,446
'1630498494,569277014,13,114
'529413180,VladimirsDjakiv,70,0
'796545464,SchaekenJozef,65,476
'2805820153,wgpt1989,23,313
'2561629870,GergelyRacs,6,1
'1150295048,jinyang930906,23,138
'1516308428,ASFAmerican,9,82
'3230507142,elicai5,36,0
'3070540663,erinmarshall203,22,77
'1161309272,McGameCore,13,124
'935469346276569089,maza_huang,15,0
'941812724899745797,cryoto2,120,762
'2391636215,ndoabdmak,99,0
'260623595,zhulegece,48,0
'3148332746,Hope____Hope,18,151
'74666693,ljk274,36,170
'402685577,Dawgboy11,37,313
'93779913,fistmeister,5,0
'2172524186,rubybarnes33,6,0
'476145748,abdssamadramin,15,103
'1030349671,rabbiekhalil,8,0
'405502127,sehunaw,114,531
'1712271260,fanqie222,3,0
'3179428127,chunmanyee,14,0
'603819520,prinshova,124,828
'376711298,365WOW,10,6
'49591171,Malle90,16,127
'505925537,pvamagic,11,0
'1419030164,osopinone77,67,0
'1001811890,Glenn839157231,26,347
'2265517167,DimitraSid,7,0
'245413591,Tiberius1218,8,5
'48998697,jalaza,143,1106
'728068152,AdokouIgor,14,5
'1358500872,ReRenanzinho56,7,63
'383721796,ChristinaTim1,160,903
'1941031088,karablue101,14,116
'1497626432,krahim212,10,6
'354505231,KryTamara,4,0
'198320744,lachikatrevida,60,0
'1321898732,ae_p48,76,331
'557592967,Ewiicaa,8,0
'205042986,YoEzequiel,34,225
'1859966335,kc3601,28,69
'187931735,onlyunus,48,297
'246414242,123vivayacine,11,0
'2949996136,Michelle2002202,10,114
'59776784,Geryke,49,0
'2160837182,cha_Zeproet,6,0
'3294668663,MaikeSeokjin,11,81
'2548644546,vincent0229,37,262
'1669194702,PsyRon71,19,0
'2899674139,JiyaArain36,51,0
'2402724529,846993204,9,0
'4450932759,csobika,15,0
'1274516090,calalitbhandari,14,72
'2360830890,MarilviaV,9,127
'636598905,JFeldle,3,3
'335818620,silvio_willner,30,0
'495461954,22Schumacker,95,680
'1055588383,LugiLukas,18,153
'224259526,tannyaKenapa,118,655
'42874374,jcfreaks,63,0
'1661769264,0AlexRobles,18,0
'434184765,ClaudioGentile7,34,305
'1086666146,alexwillelos,22,113
'37944437,CMaxedon14,62,80
'2509225687,TheRealRayvenG,14,0
'289196438,varga48,24,0
'808116794,yso591,63,0
'741056081636384768,iverson7874,27,159
'4465913592,sunless1995,3,48
'218091544,Supermagmortar,37,0
'2834762234,zing811205,9,0
'588255430,mariovittoria2,15,93
'78611341,lujszi,5,0
'425965127,nicoweilharter,2,0
'459810801,baochanxuan,20,0
'1598414918,apizblack,3,0
'787495223232430080,Kitten_Fiery,11,0
'83866744,LizzieC64,51,775
'288361711,carol_maraba,115,148
'940640882335911937,s0nscs,26,245
'1257591692,SamarQurashi,29,0
'276577557,yousef12345123,20,319
'1008681769,insultatorpro,1,0
'442067116,CourtneySheer,14,180
'605625014,katalin_simon,8,0
'232325153,anitabkr,17,0
'4853387534,MouseBien,31,0
'266873390,mathboots,34,0
'1329251424,conordavenport1,8,0
'2615422439,DecoBaptiste,97,0
'94511533,ElizabethTeh,12,6
'2670323575,stop9102,17,125
'2576378207,shiro_leo,9,109
'2452793929,leesooik,9,5
'1686879469,chalindrika,18,0
'1117095080,ErykPomieto,8,0
'97967255,zsofi10,20,0
'2984388748,OrdogPiros,2,0
'501740082,BoBo_Mania,5,0
'884840103264256000,KyleFitch9,19,122
'2793752271,shaleda2003,37,189
'3469830557,asiki1993,11,107
'449832210,birobence1,5,4
'3434174583,ClubBlvdLamb,129,211
'1585914834,kira1413,6,0
'366471292,babylovbii,55,0
'4602715403,abourenane28,51,377
'1936156237,CKrietzburg,78,679
'747385278,FlamurKelmendi9,16,0
'67152215,ChaChing610,8,8
'277313305,wang_bs33,44,0
'1448876893,Ericleunggz,34,0
'387038965,SantaFlavia,27,0
'222971927,Niueta,192,1031
'4629953833,Wangteng158,1,7
'454297724,SvenEJBoonen,61,0
'1280328067,teknotodaytweet,24,0
'1092084930,jennyradoff1980,11,43
'1033237909,troopman2,24,329
'881222188203945986,ThriftedStudio,94,77
'91070783,ambarst,52,0
'2361445789,cwxzj0316,50,0
'260319359,eyHollywood,24,235
'2832152528,bencevarga0305,19,214
'1640394878,backlundgustav,30,0
'438739954,camildaema,20,0
'2212868731,Bananosu,86,673
'291548248,Petrovaluba33,47,367
'603051898,aqarksa,129,3
'270386460,menesking,13,0
'400375813,KleanPrado,64,0
'765390694978428928,AkiYiiii,18,0
'257976039,H9Laci,16,2
'176244336,Daaniell_Nuness,60,305
'3295778746,anna_zoja10,10,0
'103232535,Nikubaba,15,3
'455963328,WellsyFawb1,95,0
'1969977324,srubio8500,50,239
'593243747,bizzle003,9,2
'109168893,Tinky831,24,172
'301644359,igorsasuke1,50,189
'514353087,_9580576005502,24,8
'97694582,sonnenaufgang84,15,143
'3180067107,Sawggins,46,142
'1158072469,fkcsjonato,10,89
'431994566,Kaorimoch,36,163
'1281364530,KAlharibi,26,0
'758008063,RealTiffanyxo,15,0
'29145354,ayumielric,60,0
'1264917559,Kattlynnnnn,38,426
'813205873430556672,landshark_2,165,613
'2387222438,DamianPiaseckii,12,0
'61838312,Maggoto,488,1225
'1037075761,Maurino1968,29,0
'361306555,jeotian,13,77
'545923781,varchinieO,10,79
'205954453,Welington123xD,25,0
'636729482,jcbnbo,21,201
'392212120,MKajtor,13,0
'864119856,dylan_sainsbury,42,0
'238059858,dhimaes_lolypop,31,439
'44082870,lido47,25,0
'596760030,divermate,4,10
'947623554488549377,soofaaa1984,39,310
'89087526,lengandbing,6,61
'901443852,BabanSipan,15,0
'268336734,suratgupura,4,0
'360444946,Mauricio_002,51,487
'829221234,juanita_branch,75,460
'926738123035353089,PamTamagno,35,197
'1127281602,badgersalter,19,208
'553694951,lzarosviotorres,31,190
'388099791,vini_vynycyusr,74,499
'2329096142,wlivingston7,19,219
'3374286851,KoczakVivien,14,0
'2307178879,kiernan14122510,51,451
'318368625,syamsul_azlie,16,0
'771177182,SeasonWong1,16,0
'367267314,yhslove0616qa,11,0
'4783971638,imDoubleLarry,17,94
'128384383,_Roughouse,57,308
'2973398723,teambones2015,48,0
'45251256,AustinJones_,26,0
'3091872171,JuliaBanditka,20,89
'458378791,hhhmoo,13,0
'3092473323,AlexanderZynic,25,168
'755792317525598208,ULFWhX8JyocbnoS,6,0
'854665212,WilliamJmanmatt,5,0
'1272517602,may053053,53,376
'1136744496,YuLixJane97,66,531
'859426272,Vpdiarypum,18,0
'769585436,Thanapat4950,14,66
'3950719703,GenQuezada21,34,0
'867287029,Bigal_Hall,81,282
'373712718,sccdnh0406,19,0
'510390261,Valecicciobello,136,0
'1081532040,faco358,17,0
'3050011166,JbAshely,9,8
'1973659987,chonthicha332,2,0
'761776566909095936,VentosaPatricio,20,188
'917863598,KatKathyee,31,0
'2322250636,MaksymilianGuzi,14,85
'940283664,Consensual2017,83,0
'990704077,qnrrja2000,9,0
'374074574,Lucinaaa,47,0
'176308692,kangbyungmin,417,380
'382755505,AHspeedon,6,0
'177263857,MasterKamper,117,0
'945407758890827776,Kilix10,71,667
'24225390,qurys78,42,6
'700623001,Eyyuu_s,18,8
'2604709080,b377e5bc0303413,40,363
'3405976683,GranthamsCustom,8,144
'500092021,gurudec,6,0
'148537935,jjungs84,20,0
'92989754,4jidan,10,0
'314074193,PapaZoul,54,527
'935452799063773185,AnnettiBates,53,1859
'3099577002,TsukiFuera,24,0
'2879590514,Clark07Hugo,24,0
'605914773,Nicky_Selena,8,1
'708635042,rekababa2,17,136
'3105403280,zKvLTVI3psWIjz2,3,0
'192870045,armanalayy,11,0
'4847552695,shiyuanzhu123,7,58
'765021987613708288,Nowaticbo,21,232
'1194554275,hayraeo,22,0
'2870810572,AbcgamerFuck,64,0
'321156195,tylinascoville,31,203
'3025108287,Deniscosta260,20,0
'3068089860,ShakeOmer,58,0
'887401117,LucaRapello,30,166
'2277699418,AtomicJerkBag,20,90
'2605980509,371575718,14,0
'430119223,ragdakmal,25,0
'257222760,malenadelb,28,0
'2762393925,HerculeGircarol,6,0
'422567911,km6872,47,479
'841107559,JerryJin4,58,428
'3178214640,trixuan02_tri,12,0
'2438860039,MudrakOlga,25,293
'923987833173487618,wiktorr212,11,0
'1609486213,georje123456789,70,434
'1133816870,patmar15,7,0
'765833370316247040,carro_aller,17,0
'736784348624650240,x_trashcan_x,46,329
'982872686,SN_BBGD,25,18
'787374542,ThanhHoangHuu,15,3
'91329726,eno_dwie,215,0
'1703581490,993258998,14,222
'3164805201,Mlle_Mariiine,86,0
'1170021870,WiencekJustin,180,0
'188389959,Maddpeeps,42,0
'452937296,strongerJo_x,86,0
'454266508,EmmBriggs,76,160
'824608611288698880,Oonai101,147,186
'2372914502,rlaoptare,77,620
'1655723251,953032909Chan,17,106
'880117052,1538143915David,20,188
'45571460,poszehugi,3,0
'320238065,F3Rob,41,0
'1148563682,SimoneRoocha,86,639
'77216739,cmeuc,46,0
'3288631760,reygrsh,34,345
'1377405840,tanyatornyurapa,24,0
'308290642,BradlehCain,1,0
'3367722206,472539259Luffy,6,136
'527457642,salahkazaz,70,0
'2434189879,willemkillem,6,0
'704945156,992143153,18,0
'1247492232,hpservice5,74,436
'2360804124,nick_en2,17,0
'2810419106,APosledni,90,163
'504451141,slovse83,29,178
'135543753,me__dogg,64,348
'799137162,kulri99,16,128
'2212753830,CytrykaxDDD,8,28
'4685088679,supermarinespf,5,0
'610613014,ShankRVin,5,0
'1284276253,NicolauPn75,24,160
'2998548050,KervranLaura,11,0
'1679718246,ShinneG,18,130
'237617492,parioohoh,8,66
'409834273,gary84morley,100,907
'3434251749,tianhenjun520,7,0
'2156001280,elisabettaalesi,37,347
'140396556,ttor_TH,41,0
'495306060,dongku3,8,1
'3058847664,marisaaaalee,35,0
'1025165208,aahmetanil,26,168
'745061542731800577,XH_JJJ,121,992
'384578344,kmansurk,29,0
'1451418828,derdaplus_derda,12,0
'2685532894,lovetinaYHYT,18,0
'3316763456,leowei9,15,230
'764108295309172736,Superman__chris,41,221
'400017376,SalSuaad,47,0
'435459820,JesseFlynn1,35,0
'379047975,llyou1004ll,1,61
'355414046,bokyoonse,49,363
'3616355953,MysticSnxper,70,669
'815043378,mahmeod3,32,0
'3173292613,Cawetman,63,285
'3334672618,mon310774,17,232
'853497649,cindy_jaeck,57,446
'4563091112,xiaomin1211,5,0
'1474195219,johnales4,15,1
'1081314301,naty1547,32,0
'191221900,kissiceli,22,8
'890420294,WilliamJRose1,1,0
'74568752,jcap1072,334,0
'164929003,vivalaisabella1,7,0
'323647915,oseanett,7,0
'501898251,TehRuan,18,102
'250871321,pastorpaulolima,28,0
'231301248,PunXic,25,3
'264663131,lcw5792,21,0
'433997286,ckw1097,6,0
'759540836,sabrina97006,19,109
'75808342,dyanpuri,426,415
'2843041890,xuchenhuifeng,9,100
'471965999,AngeloAlessia,9,0
'176061480,Tymea07,2,0
'1287564013,BullyBeastNigga,29,0
'2897383830,fonpraphaiphan,7,0
'410421437,Thunder3Raptor,42,381
'477087146,Raymond56600,46,0
'951050849471537153,ChrispyFries84,21,0
'72963911,rildobatista,8,73
'315879248,MaxwellGyamfi1,15,0
'921976684957585408,AJCOON2,9,0
'2257253191,JorgensenNate,1,59
'533220272,JoshuaChan16,26,0
'955622252,alessan40114172,15,0
'2435303377,9181716151413,6,0
'1055900270,LauraNiemann3,7,0
'3047278999,meszi0420,7,12
'434145506,Yourmosfo,41,228
'1655036185,Fashionbagscent,217,0
'54859122,aszti,16,0
'753607243,neykapi,11,0
'1015196281,mkhmn1405,213,0
'312183158,Maloni_II,8,0
'632707148,hiroshitakeoka,10,0
'944945708435738625,Bluver6,84,0
'2260087670,fajarramadahn1,19,0
'381559258,eduguti_11,143,0
'391163769,lonnosea,7,0
'1454434746,Broken_Rubber,8,5
'82597938,rackx,8,0
'762309802731053057,zhuiyuyang_bbh,43,0
'1208761946,22_marica,9,0
'929305645,C4aroBibi,29,368
'289279920,Brasseauxsgirl,26,0
'757075019000193024,deftnt_zz,28,100
'1215204566,iSoRClan,9,95
'209544131,0120Xiaky,23,18
'257480961,990429oram,57,301
'3355639486,dorjong9,17,197
'580971734,louisliu2356,6,0
'2791774933,SauveurSultana,45,491
'3275028362,ger778,1,0
'632121417,starships159,8,99
'370249657,Rafapaul70,55,0
'221626568,oli0512,266,852
'1489533818,ScatenaNick,181,1541
'2520101412,leolionline,47,304
'4130433013,SkyePascal,3,5
'3253452951,JadeeNelson13,45,465
'432308892,krisvix,4,89
'1007670696,Verisatis,68,202
'2822030077,Kookylee1247,10,45
'1309861849,EmeliElleEliie,26,232
'809141099021398016,bubuiMrzk,32,0
'1850555210,Chayerrod,6,0
'3040236820,WIDPOferSURE,14,0
'889210649674358784,ArooRabid,34,43
'44798959,bjs0223,36,185
'2918016353,Klecha66Xd,14,0
'2359598918,IsEarrth,17,0
'929194252185284608,BlitheJab,22,177
'481112516,yayakite,145,1081
'760052422366552064,yuanzi364139222,14,101
'2605194691,reclaimsolarvat,34,278
'820037469299245057,Pieves187,21,23
'281333509,kyh4545,26,195
'396653234,DayaneRamos13,90,494
'469731133,lallykiss19,17,0
'391772079,dachguy,50,0
'3145560063,kristaljwilkins,287,826
'537902540,fannyheen,30,369
'403219527,ericcool1017,18,0
'1211408114,liyuhao0417,19,216
'743012713,AlissiaTallita,125,1118
'299766845,SemetJ,80,0
'960660981809590272,kcjoeeee,66,0
'2565251443,RonLeStage,57,277
'2889274565,RusakMaryana,6,27
'3402873854,sdiwakar446,63,0
'2440022002,7712Deer,10,0
'587376258,glushetskiy,19,0
'2275219121,Melsajomi,5,80
'352850084,Kala_Shear,15,0
'252954806,rlarmadks,8,0
'394177852,NomathembaCare,26,163
'1552497229,soou803,3,0
'578291014,KtiaBelani,53,41
'2310402426,ivantalcovsky,4,0
'242348533,Bigybigy1998,2,0
'882343224,yesyeye42,14,164
'408907498,nannerry,77,259
'810624326714040320,hmdql,3,34
'3190441740,natepeterson410,13,0
'1597880754,JosePalhais,15,0
'498796902,assaad_sleiman,12,0
'2540354755,Unknown0057,7,0
'1013749699,LindaMaass,7,12
'21107954,ram_marine,87,556
'2751137057,BlissGuo,56,673
'476806707,Cool_Discounts,252,1085
'1052467255,lp_kazongh,16,0
'291265590,Patriciaquino,34,258
'130310695,binbu1984,16,0
'1149495596,lunatics77,31,237
'570996559,piikenoo_ziika,75,0
'249908980,Luis_Grosso,21,0
'2611510124,cheer57672,6,0
'2211254808,huguesnzitoukou,29,108
'2187933098,Paszkarolina,11,3
'2664456402,602407096,6,95
'622703274,rbrtdy,30,0
'2463916435,LuzaSalu,10,76
'1459070742,527888716,37,267
'772768371829944320,kuphounsavanh,65,493
'3303530133,leon718094,12,0
'727079113412976644,JarkoSwa,9,0
'562510139,Kaatiiaa15,32,227
'735877892912058368,soniabenhassin3,8,0
'241488880,Mikesutiyo,14,0
'853675458,MuraJumpei,8,0
'1391777742,fiquri_san,32,0
'879017648,malq8wc9du,4,1
'3639867855,slendy_gaming,46,0
'578223029,Kenneon_11,11,0
'2708242459,NaipaphonA,28,236
'2825764057,ntct24,60,454
'2441738161,jtj1015,2,1
'2581304680,segura98913043,48,538
'184494462,jaizacosta,67,214
'502391669,MidwestPokerLea,175,1020
'3066101033,MariaKoudelkova,14,1
'1530503232,lrgandu,79,473
'736815486,MimiVanill6,7,0
'958405446133481473,nagy_noemi21,6,7
'209143894,Misled92,37,316
'1185222438,DarylGuilliams,29,133
'3396041049,lemoncurrent,38,0
'464304903,30177596,6,0
'243674628,Daniel4279,34,120
'267328081,SarahPfankuchen,9,2
'2479510488,DenisZolotukhin,54,588
'872486911,youngjenjen,165,532
'949088647,IsaacFl50102108,31,303
'618390735,RainwaterHy622,16,0
'1143403081,LorenzoTapparo,41,231
'481423458,LaysRaianne1,187,339
'3955226135,MicheleAmbrosan,8,0
'193188551,toorr1,21,31
'328991573,ambujnandanwar,12,1
'453686804,webdesign456,2,0
'3262306109,adamnelson316,157,510
'1148840125,FedeBindi,25,167
'595577544,BenjaminsAguiSb,33,0
'710276315,Bryan3Maldonado,91,252
'363255679,_jossetc2,53,409
'1019291246,miranda_sai,10,94
'476383550,entlr1969,12,0
'999204889,solya99,4,13
'584597892,KlaudiaMaj2,35,283
'1518898351,2DLukasz,80,0
'326046723,Theswaggking87,62,315
'133377733,minissam,19,0
'2893629168,520520lulu,6,3
'229357732,Mindndmatter,27,0
'981141464,Christopher_tej,83,478
'226425558,jhwayeon,79,0
'2617458384,hz000555,26,0
'97889463,jessicart123,10,0
'2787584690,prestaknight,6,0
'609354890,TyoniaJohnson,28,0
'744106379066015745,afcDbqRRNGyBuWx,11,0
'4671518234,curryellow,21,0
'2836922060,yukun3265,8,82
'37347046,GJCTalent1,134,0
'1380415741,viejo0624,51,535
'553670645,Andrewcrd,78,0
'1623069978,PridedDUMPS,40,238
'811213584,Eliandroivopere,41,405
'287209549,sunibattya79,72,0
'260470059,alexkerrison,26,287
'497629213,that1gui1212,70,0
'1732623308,giannisangue,8,0
'298351683,Trashhh_p,34,0
'2805836532,ag_even,0,25
'2216036191,byHedo1905,109,309
'2311868270,sernMEL123,98,385
'207822241,hwangmoojin,11,0
'129465715,laurangauvry,32,58
'316242432,dhqnwo,6,2
'2334576096,zonda2009,9,3
'243968503,medic1282,17,0
'1544821262,finkenthei,40,0
'995707314,MarcPar2,35,199
'300110662,FrapuFrap,35,72
'916953480,AkeilSw,22,0
'956036587720265728,Tsokinchung1,38,0
'2435370307,Zoe_wzw,12,139
'780929716173672452,Changmaryin,16,0
'145226350,xoxoJenks,13,0
'1324314144,1532652341,23,95
'812346973852463104,pepe2207022,8,69
'709603038,emillysmilles,62,0
'198473850,aymansalaho,113,0
'79979666,FunKrissita,449,411
'2376527877,junior2mil99,117,0
'346986940,sosgarcom,93,348
'486841232,AvaAndreaJones,32,0
'1331235950,boboilmar,36,0
'876367027631423488,AndreasNoto,23,165
'312041321,Rocks73,26,0
'2379789584,wayneataylor74,44,0
'2996060342,only1mdr,13,0
'2572903553,saranye67,8,0
'900907985500872704,MrsCollinsFCS,58,79
'327947224,kimyongmi11,65,0
'2620661276,jero78695760,18,13
'394735398,memeblues,23,0
'4361469372,KofanBrandon,3,0
'760857979474284544,baileym1995,68,201
'306149076,folkamike,5,2
'380416144,kty0624,39,272
'577571745,luisacastro2001,62,572
'304796828,egha_megatyas,39,843
'377514158,MeierSherry,90,0
'1026069913,azwtanz,26,115
'408780587,AkALonelynist,18,0
'2453966755,GaaraGamer02,17,0
'1609319148,CuzImAGirll,44,0
'372929407,LILIAN_SOLO_YO,13,0
'704176171,talisewanwan,34,0
'804312912340930560,abdulkarimzong1,8,0
'1119080340,payanywhereapp,8,0
'2583611706,Luhaimei,41,0
'2286510434,thachkimhieu,61,430
'185282051,Averatec00,10,0
'2908133537,Beautyprosdepot,107,714
'364808938,MatejJakob,25,277
'422562726,omy0404,4,10
'745159535837339648,CJamkajang,43,340
'630938433,artclo06,53,546
'172998013,_leoreinert,161,0
'3163169363,joshmachin18,14,0
'520258937,kyoungup21,5,0
'2257843062,giosef8910,3,0
'327025922,juniorallstarss,23,233
'278284457,_urFate,53,92
'51744465,Ivana_Ng,129,0
'825712112,MelissaaaDee,21,0
'752822797806739456,dolceflirt1,26,58
'1086800316,BiancaStoy,127,491
'339700437,Ady_Akhmal,6,0
'64778318,orangie915,145,764
'2399859711,barack_maiwand,26,0
'997614608,wltbsld,20,214
'468343748,maimon2541,38,266
'576440711,Zaynmal36024791,300,727
'307511866,Reed02,5,0
'70884794,IpodzBrough,60,0
'394100312,Stockmakern,10,7
'400474731,lee8067,11,75
'298379273,NBSunShine7,20,58
'335379166,farih_ceria,48,542
'2837396225,Cleitinho123321,66,584
'452444138,iPLLiS,38,0
'2782041362,egigi11,23,0
'1247565679,craZy_zhong,7,0
'120434554,bujanggress,8,0
'461609378,MatthewCLagace,26,140
'1543656391,Jacques_blignau,5,21
'1038799818,shafy77m,15,0
'3612528982,Claude300865,80,422
'2957824076,febriivalentina,29,241
'3040390389,casellalorenzo1,229,1611
'715865666952282112,sweetfloatsflat,15,140
'738096600,stupidqueen1,16,92
'4812890048,Ztflol,59,480
'4831682733,ThATc0564,12,99
'83718894,chrysta_shianne,16,0
'1867251738,Lilracoon1988,48,596
'719731687228338176,jinhua369,10,154
'1578837067,michaelcushnier,50,159
'422893011,81_Angi,48,430
'93858307,h_lele,29,87
'296334409,__1010__,55,370
'1011277818,iam_alexmann,16,0
'235132594,notorious_77,6,0
'412719516,PrettyGirlEsh,178,242
'4535597792,IFNT_forever_S2,40,383
'757188979,188606313,6,51
'488398929,MichaGunera,24,100
'430444556,KvadroKyb,14,69
'381021720,steampooh,14,3
'746911287615991808,GOH_JMR,24,0
'1606278846,dav21081973,22,0
'742465592884527104,BorisR_15,72,492
'1363491914,Bradfordatkins1,8,0
'412885175,imkys11,33,59
'403171595,christian_vlza,20,0
'765834643308326912,Cherry940214,2,24
'165404740,ami_ayuyu,8,93
'2462440940,rroouu_,8,0
'2389663878,RevengerOfDeath,35,275
'857772368,lilinxi1231,17,0
'236209324,kkw1080,13,0
'2844443177,AldirErw,4,0
'1937153402,Riiarit,17,134
'1907258869,deacy1992,34,50
'2811187488,vvs_kbh,10,0
'2204910649,deankoes_p0u13,12,0
'244161757,michaeljhx,9,49
'146253168,Grantsgraphics,187,371
'2341665126,yansailing,13,115
'365197144,cristinavasqez,140,673
'401810313,rembangrudy,13,0
'3339352313,sweething266,28,306
'948616941333344256,GontijoMachado,83,0
'1539558228,X71N4,11,0
'2402689974,muhamma90666470,26,154
'310714770,ivan_toyama,4,0
'322593246,MyMythili,39,276
'428916913,badang2,1,17
'273545553,davit_gaul,36,336
'13843022,VLHAshley,190,155
'110602235,abahdeden,49,14
'1627390099,861245222,25,176
'1434779054,lila6152,17,0
'2270059484,ArkaanFarida,2,0
'2778284834,luv_xa,20,111
'1603599992,ANDREAManthes,18,0
'2523910572,421Nathan,68,0
'576538067,briannadinestis,20,0
